選択,基準日,方向,銘柄,エントリー時刻,クローズ時刻,保有時間,開始時,跨ぎフラグ,勝率_30日,勝率_90日,勝率_365日,勝率_平均,勝率重視ポイント,利益効率ポイント,時間効率ポイント,最大利益ポイント,勝率重視ポイントUS,利益効率ポイントUS,時間効率ポイントUS,最大利益ポイントUS,合計変動pips_30日,合計変動pips_90日,合計変動pips_365日,合計変動pips_平均,利益効率σ_30日,利益効率σ_90日,利益効率σ_365日,利益効率σ_平均,勝率重視スコア,利益効率スコア,時間効率スコア,最大利益スコア,変動値σ_pips_30日,変動値σ_pips_90日,変動値σ_pips_365日,変動値σ_pips_平均,平均スプレッドpips_30日,平均スプレッドpips_90日,平均スプレッドpips_365日,平均スプレッドpips_平均
FALSE,2025-07-20,Short,USDJPY,2:02:00,2:12:00,10,2,0,68.18%,56.92%,54.83%,59.98%,,,,,,,,,48.3,40.2,219.7,102.7,2.08,0.87,1.64,1.53,80.18,33.39,20.65,26.87,4.98,5.83,8.26,6.36,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,USDJPY,2:03:00,2:11:00,8,2,0,68.18%,56.92%,55.98%,60.36%,,,,,,,,,47.1,3.9,199.8,83.6,1.90,0.10,1.85,1.28,80.7,27.94,20.91,21.77,5.34,5.99,6.61,5.98,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDJPY,2:10:00,2:27:00,17,2,0,68.18%,61.54%,56.37%,62.03%,,,,,,,,,19.7,-3.1,286.6,101.1,0.87,-0.05,1.16,0.66,82.93,14.35,10.4,23.02,4.87,7.99,15.50,9.46,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,USDJPY,2:12:00,2:20:00,8,2,0,68.18%,66.15%,57.92%,64.08%,46,,,,37,,,,-1.5,65.2,157.6,73.8,-0.10,1.80,1.56,1.09,85.67,23.72,10.93,11.37,3.43,4.51,6.29,4.75,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,2:12:00,2:17:00,5,2,0,68.18%,60.00%,50.19%,59.46%,,,52,,,,42,,28.8,85.2,66.3,60.1,1.79,2.57,0.79,1.72,79.49,37.47,32.58,21.2,3.43,4.09,5.37,4.30,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,USDJPY,2:28:00,2:56:00,28,2,0,68.18%,60.00%,52.51%,60.23%,,,,,,,,,30.7,111.5,-7.5,44.9,0.96,1.47,-0.05,0.79,80.52,17.27,6.19,22.57,6.77,9.35,10.82,8.98,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,USDJPY,2:45:00,3:05:00,20,2,1,68.18%,64.62%,52.51%,61.77%,,,,,,,,,26.7,110.8,190.4,109.3,1.31,1.71,1.08,1.37,82.58,29.78,10.36,26.97,4.35,8.02,11.20,7.85,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,USDJPY,2:45:00,3:10:00,25,2,1,68.18%,63.08%,50.19%,60.48%,,,,,,,,,42.8,169.6,206.2,139.5,2.30,2.27,0.95,1.84,80.86,40.13,12.2,39.69,3.98,9.24,14.20,9.14,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURUSD,2:45:00,3:12:00,27,2,1,68.18%,58.46%,51.74%,59.46%,,,,,,,,,31.3,71.2,123.5,75.3,1.16,1.24,0.94,1.12,79.49,24.36,7.99,28.06,5.75,7.07,8.27,7.03,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURUSD,2:46:00,3:14:00,28,2,1,68.18%,58.46%,52.51%,59.72%,,,,,,,,,24.7,64.1,105.6,64.8,1.02,1.23,0.81,1.02,79.84,22.2,6.47,23.58,5.16,6.44,8.32,6.64,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURUSD,2:47:00,3:14:00,27,2,1,68.18%,60.00%,52.90%,60.36%,,,,,,,,,25.8,68.1,91.5,61.8,1.03,1.31,0.70,1.01,80.69,22.11,6.86,24.1,5.34,6.42,8.33,6.70,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,USDJPY,2:48:00,3:14:00,26,2,1,68.18%,63.08%,51.35%,60.87%,,,,,,,,,38.7,143.9,159.1,113.9,1.52,1.99,0.71,1.41,81.38,30.69,10.03,33.93,5.41,8.94,14.56,9.64,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURUSD,2:48:00,3:14:00,26,2,1,68.18%,60.00%,53.28%,60.49%,,,,,,,,,23.2,70.2,67.8,53.7,0.97,1.44,0.51,0.97,80.87,21.24,6.64,22.45,5.13,6.02,8.57,6.57,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Short,USDJPY,2:48:00,3:16:00,28,2,1,68.18%,58.46%,52.51%,59.72%,,,,,,,,,38.7,128.2,213.7,126.9,1.47,1.61,0.91,1.33,79.84,29.02,9.27,33.78,5.63,9.81,15.19,10.21,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,EURJPY,2:51:00,2:58:00,7,2,0,68.18%,61.54%,52.12%,60.61%,,,110,,,,,,6.3,26.4,-8.6,8.0,0.40,0.89,-0.08,0.41,81.04,8.85,4.71,4.29,3.36,3.73,5.95,4.35,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,USDJPY,2:58:00,3:08:00,10,2,1,68.18%,56.92%,54.44%,59.85%,,,,,,,,,26.7,49.7,67.1,47.8,1.81,0.87,0.37,1.02,80.01,22.25,12.83,16.7,3.13,7.02,12.76,7.64,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURUSD,3:00:00,3:15:00,15,3,0,68.18%,58.46%,52.12%,59.59%,,,,,,,,,13.3,20.8,47.2,27.1,0.86,0.50,0.47,0.61,79.66,13.34,5.31,10.36,3.32,5.02,6.36,4.90,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Short,USDJPY,3:03:00,3:12:00,9,3,0,68.18%,61.54%,52.12%,60.61%,,,,,,,,,51.4,93.1,82.1,75.5,2.38,2.12,0.66,1.72,81.04,37.54,25.87,30.3,4.61,5.48,8.26,6.12,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Short,USDJPY,3:04:00,3:12:00,8,3,0,68.18%,61.54%,54.05%,61.26%,,,,,,,,,41.0,81.0,28.4,50.1,1.97,1.95,0.26,1.39,81.9,30.32,22.97,23.91,4.46,5.18,8.03,5.89,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURUSD,3:06:00,3:17:00,11,3,0,68.18%,61.54%,51.35%,60.36%,,,,,,,,,14.3,44.5,54.2,37.7,1.13,1.60,0.78,1.17,80.69,25.57,10.04,14.37,2.70,3.41,4.24,3.45,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,CADJPY,3:07:00,3:35:00,28,3,0,68.18%,61.54%,51.74%,60.49%,,,,,,,,,32.2,68.5,-139.5,-12.9,1.39,1.56,-0.91,0.68,80.86,14.81,5.49,19.99,4.91,5.39,9.37,6.56,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,3:07:00,3:34:00,27,3,0,68.18%,60.00%,52.51%,60.23%,,,,,,,,,28.0,63.1,-103.4,-4.1,1.28,1.44,-0.66,0.69,80.52,14.98,5.31,18.66,4.61,5.39,9.44,6.48,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:08:00,3:33:00,25,3,0,68.18%,66.15%,55.60%,63.31%,,,,,,,,,48.7,159.6,-13.3,65.0,1.69,2.69,-0.10,1.43,84.64,31.09,10.37,33.73,6.10,7.32,10.64,8.02,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:08:00,3:34:00,26,3,0,68.18%,66.15%,55.21%,63.18%,,,,,,,,,48.7,159.7,9.1,72.5,1.65,2.56,0.03,1.41,84.47,30.8,10.15,34.33,6.21,7.71,11.06,8.33,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:09:00,3:34:00,25,3,0,68.18%,63.08%,54.44%,61.90%,,,,,,,,,46.9,164.6,64.6,92.0,1.65,2.55,0.35,1.52,82.75,33.04,11.03,35.89,5.99,7.97,10.73,8.23,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:09:00,3:33:00,24,3,0,68.18%,61.54%,50.58%,60.10%,,,,,,,,,32.2,61.4,-78.2,5.1,1.59,1.40,-0.56,0.81,80.35,17.64,6.81,21.27,4.29,5.39,8.43,6.04,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:10:00,3:34:00,24,3,0,68.18%,63.08%,52.90%,61.38%,,,,,,,,,40.0,153.9,22.5,72.1,1.40,2.71,0.11,1.41,82.07,30.67,10,31.22,6.01,7.02,10.51,7.85,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:10:00,3:33:00,23,3,0,68.18%,61.54%,53.28%,61.00%,,,,,,,,,40.0,153.8,0.1,64.6,1.40,2.81,-0.02,1.40,81.55,30.44,10.23,30.61,6.03,6.76,10.12,7.64,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:10:00,3:34:00,24,3,0,68.18%,61.54%,52.90%,60.87%,,,,,,,,,20.9,60.6,-102.3,-6.9,1.19,1.51,-0.67,0.68,81.38,14.79,4.85,15.14,3.70,4.94,9.14,5.93,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,3:10:00,3:35:00,25,3,0,68.18%,60.00%,52.12%,60.10%,,,,,,,,,25.1,66.0,-138.4,-15.8,1.37,1.69,-0.94,0.71,80.35,15.43,5.06,16.47,3.88,4.80,8.96,5.88,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:10:00,3:35:00,25,3,0,68.18%,60.00%,50.97%,59.72%,,,,,,,,,40.0,132.2,-49.4,40.9,1.27,2.35,-0.32,1.10,79.83,23.95,8.22,26.74,6.65,6.95,10.33,7.98,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:11:00,3:35:00,24,3,0,68.18%,63.08%,50.19%,60.48%,,,,,,,,,37.6,125.6,-38.6,41.5,1.25,2.33,-0.27,1.10,80.86,24.05,8.17,25.51,6.36,6.66,9.72,7.58,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:11:00,3:35:00,24,3,0,68.18%,63.08%,49.81%,60.36%,,,,,,,,,22.4,72.1,-147.9,-17.8,1.09,1.84,-1.06,0.62,80.69,13.59,5.08,15.86,4.37,4.85,8.53,5.92,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:12:00,3:34:00,22,3,0,68.18%,67.69%,51.74%,62.54%,,,,,,,,,59.3,187.7,81.6,109.5,2.04,3.30,0.47,1.93,83.61,42.18,15.06,43.12,6.16,7.04,9.99,7.73,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:12:00,3:30:00,18,3,0,68.18%,64.62%,51.74%,61.51%,,,,,,,,,34.5,157.2,82.1,91.3,1.51,3.60,0.57,1.89,82.23,41.29,13.44,31.48,4.84,5.41,8.38,6.21,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:12:00,3:33:00,21,3,0,68.18%,63.08%,51.74%,61.00%,,,,,,,,,59.3,187.6,59.2,102.0,2.02,3.36,0.35,1.91,81.55,41.64,15.56,42.51,6.21,6.91,9.63,7.58,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:12:00,3:35:00,23,3,0,68.18%,64.62%,50.19%,61.00%,,,,,,,,,30.4,86.4,-126.5,-3.2,1.57,2.23,-0.92,0.96,81.55,20.91,7.53,22.53,4.11,4.79,8.39,5.76,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:12:00,3:38:00,26,3,0,68.18%,63.08%,50.97%,60.74%,,,,,,,,,33.0,122.4,-56.4,33.0,1.25,2.21,-0.37,1.03,81.21,22.5,6.83,23.09,5.54,6.85,10.39,7.59,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:12:00,3:41:00,29,3,0,68.18%,63.08%,50.19%,60.48%,,,,,,,,,44.3,152.3,-51.5,48.4,1.70,2.35,-0.30,1.25,80.86,27.31,8.07,30.45,5.49,8.01,11.57,8.36,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:12:00,3:31:00,19,3,0,68.18%,63.08%,47.88%,59.71%,,,,,,,,,35.5,140.9,35.6,70.7,1.47,3.13,0.21,1.61,79.83,35.05,11.56,28.57,5.08,5.57,8.38,6.34,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:13:00,3:22:00,9,3,0,68.18%,66.15%,50.97%,61.77%,72,,,,55,,,,20.3,91.3,-9.2,34.1,1.20,2.77,-0.11,1.29,82.58,28.04,14.4,16.86,3.60,4.10,6.61,4.77,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:13:00,3:34:00,21,3,0,68.18%,64.62%,50.58%,61.13%,,,,,,,,,36.6,80.3,-94.4,7.5,1.72,1.99,-0.69,1.01,81.72,21.94,9.37,25.62,4.50,4.98,8.28,5.92,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,AUDJPY,3:13:00,3:35:00,22,3,0,68.18%,60.00%,54.44%,60.87%,,,,,,,,,22.4,50.8,-28.8,14.8,1.22,1.22,-0.22,0.74,81.38,16.06,6.72,19.24,3.89,5.21,7.01,5.37,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,CADJPY,3:13:00,3:35:00,22,3,0,68.18%,64.62%,49.81%,60.87%,,,,,,,,,40.8,85.7,-130.5,-1.3,1.82,2.20,-0.98,1.01,81.37,22.04,9.41,26.95,4.75,4.81,8.16,5.91,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,EURJPY,3:13:00,3:34:00,21,3,0,68.18%,58.46%,55.60%,60.75%,,,,,,,,,50.0,80.4,116.0,82.1,2.29,1.95,0.79,1.68,81.21,36.54,9.12,24.93,4.64,5.06,8.72,6.14,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,3:13:00,3:23:00,10,3,0,68.18%,63.08%,50.58%,60.61%,,,,,,,,,13.2,84.4,-7.6,30.0,0.69,2.37,-0.08,0.99,81.03,21.64,10.59,13.79,4.08,4.43,6.87,5.13,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDJPY,3:13:00,3:33:00,20,3,0,68.18%,61.54%,51.35%,60.36%,,,,,,,,,22.8,42.2,43.9,36.3,1.32,1.07,0.43,0.94,80.69,20.51,8.13,21.17,3.66,4.92,7.06,5.21,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,USDJPY,3:13:00,3:33:00,20,3,0,68.18%,61.54%,51.35%,60.36%,,,,,,,,,57.8,166.1,35.5,86.5,2.01,3.05,0.19,1.75,80.69,38.17,14.94,38.89,6.08,6.75,9.51,7.45,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:13:00,3:29:00,16,3,0,68.18%,63.08%,49.03%,60.10%,,,,,,,,,26.4,45.5,-139.9,-22.7,1.52,1.34,-1.26,0.53,80.34,11.62,6.61,13.77,3.69,4.19,6.81,4.90,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,CADJPY,3:13:00,3:31:00,18,3,0,68.18%,63.08%,48.26%,59.84%,,,,,,,,,25.9,39.6,-139.5,-24.7,1.36,1.17,-1.32,0.41,80,8.87,5.38,12.6,4.02,4.16,6.50,4.89,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:13:00,3:32:00,19,3,0,68.18%,58.46%,52.51%,59.72%,,,,,,,,,38.4,155.6,57.4,83.8,1.50,2.87,0.34,1.57,79.84,34.21,12.89,31.86,5.42,6.71,9.16,7.10,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDJPY,3:14:00,3:40:00,26,3,0,68.18%,58.46%,53.28%,59.98%,,,,,,,,,19.2,34.4,41.0,31.5,1.10,0.68,0.35,0.71,80.18,15.5,5.26,17.79,3.67,6.29,8.15,6.04,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,USDJPY,3:15:00,3:35:00,20,3,0,68.18%,61.54%,50.97%,60.23%,,,,,,,,,57.3,128.0,-24.0,53.8,1.83,2.26,-0.18,1.30,80.52,28.4,12.61,32.81,6.61,7.01,9.00,7.54,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDJPY,3:15:00,3:45:00,30,3,0,68.18%,60.00%,52.12%,60.10%,,,,,,,,,20.4,62.4,-33.3,16.5,1.31,0.93,-0.18,0.68,80.35,14.94,5.17,20.18,3.31,8.28,9.06,6.88,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,USDJPY,3:16:00,3:31:00,15,3,0,68.18%,63.08%,52.12%,61.13%,,,,,,,,,29.6,84.1,59.0,57.6,1.50,2.07,0.47,1.35,81.72,29.45,10.69,20.87,4.17,5.02,7.11,5.43,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:16:00,3:33:00,17,3,0,68.18%,63.08%,51.35%,60.87%,,,,,,,,,53.4,130.8,82.6,88.9,2.18,2.49,0.60,1.75,81.38,38.26,15.73,34.81,5.20,6.49,8.22,6.64,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:16:00,3:36:00,20,3,0,68.18%,63.08%,50.97%,60.74%,,,,,,,,,45.6,97.1,-2.6,46.7,1.63,1.78,-0.06,1.12,81.21,24.38,9.96,25.93,5.90,6.75,8.50,7.05,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:16:00,3:32:00,16,3,0,68.18%,60.00%,51.35%,59.84%,,,,,,,,,34.0,120.3,104.5,86.3,1.59,2.36,0.78,1.57,80.01,34.35,13.34,27.78,4.52,6.32,8.00,6.28,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,CADJPY,3:16:00,3:45:00,29,3,0,68.18%,60.00%,50.19%,59.46%,,,,,,,,,16.7,65.9,-121.6,-13.0,0.75,1.06,-0.71,0.37,79.49,7.98,3.54,13.35,4.69,7.72,10.18,7.53,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,USDJPY,3:17:00,3:31:00,14,3,0,68.18%,64.62%,51.74%,61.51%,,,,,,,,,25.5,94.1,57.3,59.0,1.27,2.33,0.50,1.37,82.23,29.84,11.33,20.65,4.22,5.00,6.76,5.33,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,USDJPY,3:17:00,3:32:00,15,3,0,68.18%,58.46%,52.51%,59.72%,,,,,,,,,29.9,130.3,102.8,87.7,1.35,2.56,0.82,1.58,79.84,34.37,14.12,27.56,4.68,6.30,7.59,6.19,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,AUDJPY,3:19:00,3:33:00,14,3,0,68.18%,61.54%,53.28%,61.00%,,,,,,,,,18.4,28.0,-4.8,13.9,1.73,0.77,0.00,0.83,81.55,18.15,7.82,14.24,2.26,4.51,6.47,4.41,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,CADJPY,3:20:00,3:50:00,30,3,0,68.18%,60.00%,50.19%,59.46%,,,,,,,,,20.9,44.9,-62.1,1.2,0.94,0.86,-0.37,0.48,79.49,10.43,3.66,14.29,4.71,6.45,9.64,6.93,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,EURJPY,3:21:00,3:37:00,16,3,0,68.18%,60.00%,55.60%,61.26%,,,,,,,,,27.0,14.1,14.1,18.4,1.33,0.31,0.09,0.58,81.9,12.57,4.43,9.23,4.28,5.25,8.17,5.90,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,USDJPY,3:21:00,3:32:00,11,3,0,68.18%,61.54%,51.74%,60.49%,,,,,,,,,21.6,57.6,80.9,53.4,1.10,1.47,0.79,1.12,80.86,24.47,11.04,15.8,4.10,4.80,6.16,5.02,0.2,0.2,0.2,0.2
FALSE,2025-07-20,Long,EURJPY,3:21:00,3:34:00,13,3,0,68.18%,58.46%,54.44%,60.36%,,,,,,,,,34.0,21.4,76.6,44.0,1.73,0.56,0.61,0.97,80.7,21.05,7.97,13.48,4.16,4.52,7.34,5.34,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,CADJPY,3:21:00,3:41:00,20,3,0,68.18%,60.00%,50.19%,59.46%,,,,,,,,,10.3,35.6,-107.9,-20.7,0.55,0.86,-0.91,0.17,79.49,3.63,2.32,6.03,3.91,5.17,7.36,5.48,0.6,0.6,0.6,0.6
FALSE,2025-07-20,Long,AUDJPY,3:22:00,3:46:00,24,3,0,68.18%,61.54%,52.12%,60.61%,,,,,,,,,23.3,66.8,-122.0,-10.6,1.14,1.06,-0.91,0.43,81.04,9.39,5.85,18.26,4.32,7.77,8.33,6.81,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,EURJPY,3:22:00,3:34:00,12,3,0,68.18%,58.46%,53.67%,60.10%,,,,,,,,,41.2,26.4,34.9,34.2,2.02,0.67,0.25,0.98,80.35,21.45,9.55,14.92,4.31,4.61,7.30,5.41,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,AUDJPY,3:22:00,3:51:00,29,3,0,68.18%,60.00%,52.12%,60.10%,,,,,,,,,33.9,40.0,-103.9,-10.0,1.52,0.86,-0.82,0.52,80.35,11.34,5.2,19.64,4.73,5.72,8.03,6.16,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,EURJPY,3:23:00,3:35:00,12,3,0,68.18%,60.00%,53.28%,60.49%,,,,,,,,,41.2,26.9,-35.8,10.8,1.90,0.68,-0.33,0.75,80.87,16.37,8.45,13.2,4.59,4.67,7.53,5.60,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,AUDJPY,3:23:00,3:47:00,24,3,0,68.18%,58.46%,51.74%,59.46%,,,,,,,,,23.8,57.2,-160.2,-26.4,1.24,1.06,-1.25,0.35,79.49,7.65,4.83,15.07,4.06,6.68,8.09,6.28,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,EURJPY,3:24:00,3:51:00,27,3,0,68.18%,61.54%,54.05%,61.26%,,,,,,,,,36.3,23.8,-134.0,-24.6,1.38,0.42,-0.81,0.33,81.9,7.24,2.55,8.96,5.55,6.53,10.49,7.52,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,AUDJPY,3:29:00,3:53:00,24,3,0,68.18%,61.54%,50.19%,59.97%,,,,,,,,,14.0,14.3,-170.5,-47.4,0.83,0.42,-1.46,-0.07,80.18,-1.59,0.72,2.24,3.59,4.17,7.23,5.00,0.5,0.5,0.5,0.5
FALSE,2025-07-20,Long,EURJPY,3:38:00,4:05:00,27,3,1,68.18%,61.54%,48.65%,59.46%,,,,,,,,,23.1,58.4,-272.4,-63.6,1.35,1.57,-1.72,0.40,79.49,8.71,1.48,5.19,3.64,4.54,9.93,6.03,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:40:00,4:05:00,25,3,1,68.18%,64.62%,49.03%,60.61%,,,,,,,,,23.7,42.0,-295.5,-76.6,1.53,1.08,-1.93,0.22,81.03,4.9,0.96,3.13,3.31,4.69,9.59,5.86,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:40:00,4:03:00,23,3,1,68.18%,63.08%,49.42%,60.23%,,,,,,,,,33.8,65.5,-176.6,-25.8,2.25,1.66,-1.21,0.90,80.52,19.66,3.83,11.47,3.21,4.79,9.18,5.73,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURUSD,3:40:00,4:09:00,29,3,1,68.18%,61.54%,49.42%,59.71%,,,,,,,,,22.1,5.6,-224.2,-65.5,0.78,0.09,-1.56,-0.23,79.83,-5.01,0.37,1.4,6.03,8.63,9.16,7.94,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURJPY,3:41:00,4:05:00,24,3,1,68.18%,66.15%,51.35%,61.90%,,,,,,,,,28.2,43.9,-225.9,-51.3,1.91,1.10,-1.53,0.49,82.75,10.75,2.06,6.42,3.15,4.80,9.26,5.74,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:42:00,4:04:00,22,3,1,68.18%,63.08%,52.12%,61.13%,,,,,,,,,33.1,56.9,-166.5,-25.5,2.44,1.47,-1.11,0.93,81.72,20.3,3.71,10.62,2.89,4.69,9.39,5.66,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:42:00,4:01:00,19,3,1,68.18%,61.54%,49.81%,59.84%,,,,,,,,,41.8,60.5,-160.9,-19.5,2.46,1.46,-1.20,0.91,80,19.79,5.51,13.62,3.63,4.99,8.48,5.70,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:43:00,4:02:00,19,3,1,68.18%,66.15%,50.58%,61.64%,,,,,,,,,40.0,59.7,-131.4,-10.6,2.94,1.43,-0.94,1.15,82.4,25.01,5.58,13.8,2.89,5.02,8.85,5.59,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:43:00,4:00:00,17,3,1,68.18%,66.15%,49.42%,61.25%,,,,,,,,,31.5,65.9,-199.1,-33.9,2.39,1.66,-1.53,0.84,81.89,18.38,4.62,10.23,2.80,4.80,8.24,5.28,0.4,0.4,0.5,0.4
FALSE,2025-07-20,Long,EURJPY,3:43:00,4:01:00,18,3,1,68.18%,63.08%,50.97%,60.74%,,,,,,,,,39.3,65.8,-154.4,-16.4,2.63,1.59,-1.17,1.02,81.21,22.2,5.81,13.62,3.18,5.00,8.33,5.50,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURUSD,3:43:00,4:00:00,17,3,1,68.18%,64.62%,48.65%,60.48%,,,,,,,,,22.5,42.6,-51.4,4.6,1.42,0.90,-0.64,0.56,80.86,12.2,6.07,13.43,3.37,5.91,5.38,4.89,0.3,0.3,0.4,0.3
FALSE,2025-07-20,Long,EURUSD,3:43:00,3:59:00,16,3,0,68.18%,64.62%,48.26%,60.35%,,,,,,,,,24.9,55.1,-60.3,6.6,1.71,1.21,-0.74,0.73,80.69,15.86,7.63,15.88,3.10,5.66,5.41,4.72,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURJPY,3:44:00,4:02:00,18,3,1,68.18%,63.08%,50.19%,60.48%,,,,,,,,,36.1,53.7,-98.4,-2.9,2.63,1.27,-0.68,1.07,80.86,23.44,5.52,12.94,2.92,5.08,9.18,5.73,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:45:00,4:01:00,16,3,1,68.18%,64.62%,49.03%,60.61%,,,,,,,,,37.7,39.5,-193.1,-38.6,2.68,0.88,-1.49,0.69,81.03,15.03,4.58,9.53,2.99,5.33,8.15,5.49,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURUSD,3:45:00,3:57:00,12,3,0,68.18%,64.62%,48.26%,60.35%,,,,,,,,,12.8,34.6,-111.3,-21.3,0.94,0.92,-1.59,0.09,80.69,1.93,3.78,5.91,2.89,4.73,4.59,4.07,0.3,0.3,0.3,0.3
FALSE,2025-07-20,Long,EURJPY,3:46:00,4:03:00,17,3,1,68.18%,69.23%,50.58%,62.66%,,,,,,,,,28.7,51.7,-112.2,-10.6,2.03,1.20,-0.87,0.78,83.78,17.11,4.66,10.3,3.02,5.21,8.19,5.48,0.4,0.4,0.4,0.4
FALSE,2025-07-20,Long,EURJPY,3:46:00,4:04:00,18,3,1,68.18%,66.15%,51.35%,61.90%,,,,,,,,,26.2,41.0,-181.8,-38.2,1.80,1.02,-1.34,0.49,82.75,10.78,2.85,6.67,3.10,4.83,8.58,5.50,0.4,0.4,0.4,0.4
